latitude,longitude,depth,utc_timestamp
-22.06448,63.91971,8.032,1423525040
-22.70053,63.80161,5.155,1423549873
-22.70642,63.80941,4.887,1423551340
-22.04935,63.90082,6.797,1423634064
-21.16456,64.03636,4.498,1423637333
-23.31528,63.53596,5.005,1423691978
-21.27784,64.10154,5.645,1423761168
-21.61729,64.00141,3.41,1423818478
-21.61283,63.99624,2.361,1423845238
-21.13675,63.95377,6.815,1423847135
-21.14684,63.94954,8.193,1423848060
-23.26384,63.65305,3.441,1423851827
-21.24272,64.04687,3.965,1423867064
-23.26504,63.67152,1.441,1423867831
-21.17202,63.91619,6.418,1423877411
-21.17274,63.85593,3.269,1423894629
-21.21532,64.04336,3.571,1423929091
-21.37132,64.05337,3.13,1423988167
-22.03464,63.89141,5.295,1424002821
-22.01964,63.87729,5.718,1424017573
-21.23431,64.05093,6.115,1424045651
-23.3472,63.65379,11.336,1424049394
-21.23387,64.10965,7.287,1424059077
-21.53146,63.93929,7.432,1424077884
-23.23059,63.66082,6.262,1424093351
-21.2552,64.06235,5.703,1424100221
-22.06013,63.88113,5.342,1424176042
-21.26111,64.0537,4.795,1424182001
-22.09952,63.90126,4.353,1424204028
-23.31333,63.59735,1.348,1424214128
-23.14778,63.70798,0.135,1424218719
-22.76781,63.81875,5.845,1424226988
-22.66895,63.85071,0.201,1424230905
-21.15772,64.09981,5.81,1424291673
-21.15438,64.0302,4.566,1424328327
-21.52989,64.05155,4.732,1424402558
-21.36798,64.05346,1.06,1424404379
-21.38516,64.0535,4.031,1424411248
-21.38248,64.03722,3.592,1424411311
-21.38618,64.05103,3.976,1424411375
-21.37284,64.05809,2.59,1424411703
-21.38225,64.07204,0.135,1424412988
-21.39281,64.04432,6.595,1424422137
-22.09624,63.88594,6.872,1424443505
-21.24406,64.05061,5.148,1424554019
-21.39573,64.05641,6.316,1424560935
-22.33706,63.89339,3.758,1424607071
-22.33361,63.89493,4.185,1424607167
-21.3828,64.05991,0.635,1424697402
-21.19637,64.0606,5.615,1424751278
-21.19377,64.06167,5.677,1424751278
-22.00324,63.91473,8.278,1424773061
-21.47077,64.02073,7.76,1424816546
-21.18486,63.94282,6.666,1424830836
-22.9324,63.78157,4.798,1424846949
-21.17931,63.92692,7.001,1424900400
-21.97148,63.89329,4.998,1424923620
-22.02295,63.91626,8.123,1424923935
-22.02579,63.91469,8.338,1424923982
-22.02098,63.91568,7.958,1424924432
-22.02592,63.91497,8.543,1424926298
-21.38984,64.05145,4.191,1424928905
-21.39674,64.0472,6.255,1424928950
-21.40121,64.04109,7.623,1424929300
-21.3955,64.05157,5.313,1424929781
-21.38884,64.05161,4,1424929830
-21.39092,64.05137,4.716,1424930097
-21.39267,64.05306,5.155,1424930097
-21.40815,64.04276,7.128,1424934203
-22.72691,63.82319,4.19,1424952627
-22.02006,63.91509,8.029,1424953684
-21.14378,63.93485,6.778,1424974114
-21.13694,63.95658,8.263,1425005467
-21.71395,63.93476,10.099,1425023250
-21.39939,64.0535,3.877,1425034553
-21.40092,64.05897,4.853,1425035107
-21.41175,64.05023,7.434,1425035411
-21.40352,64.05472,6.114,1425035502
-21.39725,64.05147,4.879,1425035691
-21.35734,63.94493,6.996,1425045703
-21.25259,63.95922,6.947,1425055377
-22.12731,63.95622,2.344,1425065929
-21.34778,63.94504,6.174,1425070430
-21.39876,64.02667,4.728,1425083146
-22.32166,63.89468,5.254,1425091237
-22.01825,63.92186,6.834,1425100499
-21.42022,64.01203,4.972,1425141421
-21.2825,64.04872,4.762,1425145226
-21.27485,64.04983,6.089,1425146475
-21.44241,63.93845,8.789,1425205291
-21.24969,64.07021,7.056,1425228447
-22.03057,63.94033,6.49,1425229666
-21.34223,63.94701,6.983,1425251895
-21.60632,63.67647,10.095,1425268114
-21.97678,63.90611,7.103,1425296540
-21.36287,64.05521,3.644,1425300287
-21.30246,63.95015,4.94,1425304188
-22.74788,63.81021,6.795,1425309339
-21.39722,64.04936,3.601,1425332853
-21.18068,63.9263,7.909,1425334119
-21.35199,63.94527,6.395,1425334468
-21.23519,64.0536,5.98,1425347380
-23.11669,63.71951,0.309,1425348975
-23.19237,63.709,13.085,1425349280
-23.18281,63.71716,12.092,1425350360
-21.20522,63.95935,8.067,1425354832
-23.20115,63.71321,12.306,1425355254
-23.34696,63.65114,16.042,1425356768
-23.3293,63.65488,10.13,1425356912
-23.34847,63.66539,12.008,1425356972
-23.34804,63.6659,7.52,1425357345
-23.32641,63.68431,10.081,1425357365
-23.32437,63.65492,12.726,1425357542
-23.17771,63.62846,5.118,1425358762
-23.30883,63.68423,15.858,1425359752
-23.28941,63.65569,5.47,1425361125
-23.2516,63.71054,0.553,1425363993
-23.18721,63.72069,9.044,1425364792
-22.07486,63.89861,5.667,1425437589
-23.38515,63.68814,9.382,1425452925
-22.02737,63.91906,6.639,1425554633
-21.42112,64.03519,7.647,1425555037
-22.01518,63.90841,6.91,1425556812
-23.30309,63.62903,10.802,1425623555
-21.40096,64.05148,6.349,1425627486
-21.82728,63.95852,8.264,1425649619
-21.56794,64.00293,7.54,1425653094
-21.56658,63.99837,7.445,1425660504
-22.07109,63.90674,7.393,1425662339
-22.03998,63.91258,4.458,1425662346
-21.40328,64.0534,5.264,1425672249
-21.40358,64.02036,3.785,1425800061
-21.3995,64.01968,2.968,1425800207
-22.29444,63.8819,7.336,1425808948
-21.92745,63.89787,9.391,1425919426
-21.92438,63.89768,9.983,1425919455
-21.38026,64.05725,7.795,1425923376
-22.09927,63.85418,4.383,1425931681
-21.16317,63.93236,7.183,1426052418
-23.39543,63.66919,12.313,1426059644
-21.2643,63.93907,8.008,1426100140
-21.15633,64.0325,3.78,1426104112
-21.39728,64.05091,5.797,1426134053
-21.13457,63.95722,8.626,1426136933
-22.11854,63.89541,5.499,1426138017
-23.48251,63.66926,14.982,1426227924
-21.38555,64.05701,3.225,1426232446
-21.3944,64.05556,4.904,1426238749
-21.38288,64.05455,4.368,1426394120
-21.64171,63.98988,8.766,1426416638
-21.38638,64.0619,1.154,1426421662
-23.15292,63.709,10.175,1426542031
-23.23792,63.71703,12.364,1426548435
-23.33925,63.70407,12.4,1426554326
-23.28303,63.67569,8.848,1426559227
-21.39226,64.04894,5.149,1426562764
-21.16431,63.91812,7.499,1426622877
-21.32619,63.94202,5.553,1426644878
-23.83504,63.60829,10.005,1426649793
-21.98165,63.89518,7.688,1426676569
-21.34695,63.94616,6.344,1426689660
-22.00966,63.91788,8.244,1426692169
-22.01769,63.91488,9.592,1426693136
-22.01686,63.91555,8.52,1426694297
-22.41394,63.85105,8.5,1426736144
-21.39388,64.04942,5.538,1426751362
-21.38983,64.05089,6.017,1426751475
-23.48391,63.62228,9.304,1426778668
-23.48808,63.62851,9.701,1426778750
-23.4941,63.62165,8.966,1426778889
-23.35005,63.58426,2.423,1426779599
-23.29428,63.60349,10.005,1426780580
-23.38467,63.57256,10.005,1426780912
-21.07365,63.93811,5.7,1426803083
-21.76611,63.94842,8.974,1426809934
-21.38358,64.12456,8.231,1426813781
-22.81958,63.78902,7.743,1426878230
-23.08535,63.72341,9.274,1426897506
-23.04996,63.74953,4.461,1426902881
-23.11171,63.74246,11.35,1426902937
-22.9903,63.72398,10.617,1426905439
-22.98475,63.70922,10.059,1426905440
-23.11457,63.75915,11.252,1426905488
-23.10264,63.75466,11.774,1426905491
-23.09302,63.73452,9.282,1426905845
-23.08797,63.73301,10.417,1426906227
-23.0777,63.74785,6.987,1426906492
-23.16852,63.75742,8.602,1426907892
-22.98797,63.78539,9.873,1426908664
-22.98377,63.76807,5.032,1426908783
-23.04505,63.75515,8.533,1426908786
-23.00832,63.76606,2.616,1426908811
-23.05952,63.73726,7.768,1426908938
-23.05099,63.73884,10.165,1426909014
-23.06257,63.74123,10.617,1426909166
-23.06321,63.72586,7.942,1426910057
-23.08016,63.72704,8.689,1426910098
-23.10125,63.74422,9.838,1426914752
-23.09292,63.74189,8.934,1426916921
-22.98975,63.77201,10.64,1426917756
-23.12904,63.7478,12.887,1426920196
-23.0948,63.75529,11.416,1426922067
-23.09242,63.73768,9.926,1426936958
-21.16575,63.91367,6.05,1426967157
-21.38728,63.93933,6.635,1426970019
-23.12332,63.72953,11.88,1426973203
-21.35804,64.12537,8.48,1426994091
-21.2366,64.04871,5.252,1427002623
-21.14264,63.95654,8.743,1427012446
-22.01269,63.8778,6.608,1427022617
-21.26286,63.92028,6.782,1427057343
-23.61405,63.5581,10.005,1427058613
-21.19921,63.92623,6.62,1427067464
-21.22911,64.13801,8.948,1427067626
-21.20562,63.92596,7.439,1427067661
-21.30733,63.95328,4.94,1427080578
-21.30959,63.95428,5.124,1427080928
-21.39249,63.94558,6.342,1427081556
-21.30434,63.94878,6.238,1427082636
-21.06841,63.95378,7.166,1427110307
-22.53574,63.86623,3.563,1427126829
-21.26323,64.10802,6.132,1427203550
-21.40116,64.04246,6.796,1427227201
-21.3979,64.0435,6.256,1427227256
-23.23991,63.66073,13.204,1427264024
-23.29323,63.63893,9.667,1427264967
-23.33569,63.6586,11.436,1427265307
-23.32285,63.67684,8.927,1427265430
-23.02685,63.73769,13.117,1427265737
-21.17029,64.0576,5.325,1427276007
-21.82472,63.95136,8.898,1427288178
-23.33099,63.70681,22.911,1427297731
-21.3693,63.94285,6.905,1427304777
-21.36281,63.94617,6.717,1427304779
-23.75466,63.49326,5.005,1427315139
-21.06997,63.97801,8.271,1427371032
-23.45635,63.6525,14.928,1427389956
-21.39319,63.9427,6.405,1427402686
-21.93688,63.89752,10.898,1427419269
-21.34392,63.94745,6.115,1427424766
-21.38657,64.04066,2.275,1427451320
-21.9759,63.91972,5.871,1427497555
-22.01621,63.91906,10.285,1427498641
-21.17615,63.93301,5.839,1427506687
-22.08196,63.92731,6.293,1427533328
-22.01557,63.91666,4.224,1427548529
-22.35642,63.8639,1.222,1427548793
-21.82788,63.9529,9.688,1427568129
-21.17455,63.92325,5.435,1427595031
-22.7315,63.81993,5.158,1427601224
-21.17665,63.91796,5.564,1427618285
-22.06972,63.903,4.461,1427636504
-22.66309,63.84688,3.583,1427646138
-22.664,63.85323,1.99,1427646519
-22.66289,63.85513,1.311,1427647116
-22.67714,63.84807,4.31,1427650584
-22.67807,63.84415,4.475,1427650648
-22.70114,63.82389,7.213,1427654341
-22.04477,63.90117,4.598,1427655901
-22.02295,63.91371,8.692,1427657796
-22.66621,63.84649,3.751,1427658402
-22.66977,63.84535,4.213,1427661390
-22.68224,63.83785,5.178,1427666177
-22.68664,63.84287,4.651,1427666229
-22.68459,63.84604,4.877,1427666235
-21.06219,63.99796,2.083,1427702421
-22.10129,63.9163,6.199,1427733061
-21.38829,64.05421,4.793,1427757811
-22.0901,63.8914,7.926,1427784372
-22.06885,63.892,5.826,1427787842
-22.07787,63.89399,6.672,1427789116
-22.06751,63.89907,6.099,1427790051
-22.07757,63.89686,5.451,1427790790
-22.08003,63.89639,6.118,1427791116
-22.04367,63.90152,4.804,1427793140
-22.03505,63.88758,5.294,1427793624
-22.05391,63.88542,5.838,1427793653
-22.08634,63.89907,6.759,1427793930
-22.06841,63.89182,6.09,1427794395
-22.10718,63.89157,11.489,1427795429
-22.09461,63.89492,5.976,1427795512
-22.0794,63.88293,7.45,1427798442
-22.06676,63.89472,5.237,1427799474
-22.0513,63.90357,5.191,1427799835
-22.01891,63.90828,0.135,1427800313
-22.05943,63.9052,4.824,1427801265
-22.0827,63.89406,6.127,1427801347
-22.0716,63.89688,5.914,1427804214
-22.03468,63.89868,4.724,1427804504
-23.50029,63.61764,7.998,1427807435
-22.08141,63.89375,6.005,1427809480
-22.0389,63.90569,4.239,1427810423
-22.05509,63.9018,5.372,1427810799
-22.07173,63.89621,5.598,1427811012
-22.03561,63.90123,4.626,1427811137
-22.06208,63.90081,6.114,1427812886
-22.06235,63.89347,5.271,1427814838
-22.08897,63.88563,7.552,1427814932
-22.04626,63.89499,4.789,1427814961
-21.1526,63.92259,6.158,1427844457
-21.39445,64.05458,3.042,1427849597
-22.06075,63.8911,5.542,1427852259
-21.38341,64.06026,2.849,1427889165
-21.81583,63.91595,10.59,1427943709
-21.8069,63.91976,8.047,1427943887
-22.00082,63.89701,9.415,1427973711
-22.00352,63.90166,9.071,1427976199
-21.2429,64.04816,5.004,1427985735
-22.03229,63.8797,4.709,1427986597
-22.04076,63.89496,5.213,1427992153
-22.03652,63.91369,5.698,1428033692
-22.05873,63.91454,6.801,1428035586
-23.41217,63.67049,9.321,1428074031
-21.39219,64.05252,5.066,1428075857
-21.24197,64.04957,5.046,1428077258
-21.23064,64.04816,4.399,1428092992
-21.27833,64.07407,6.362,1428100558
-21.29482,63.94523,5.923,1428132553
-21.17316,63.93971,4.236,1428170282
-21.6493,64.0567,6.411,1428248497
-22.68727,63.8335,5.693,1428252401
-22.66489,63.84575,3.388,1428255809
-22.69934,63.82489,6.866,1428263995
-22.66709,63.85457,0.7,1428295769
-21.23299,64.04585,4.018,1428297930
-21.37852,64.04686,2.696,1428329123
-21.24032,64.04985,4.396,1428368579
-21.9512,64.01994,6.445,1428403435
-22.02637,63.89796,3.38,1428486960
-22.01791,63.92327,9.553,1428491170
-21.08198,64.08178,6.759,1428534485
-21.4166,64.01964,6.283,1428534650
-22.07305,63.88803,4.25,1428551003
-21.38096,64.05489,3.537,1428662735
-21.2028,63.94602,7.429,1428689577
-21.16183,63.94506,7.892,1428700019
-21.59495,64.01978,6.663,1428719074
-21.26543,64.05549,5.067,1428721471
-21.73822,63.95245,9.624,1428737329
-21.96656,63.97855,2.269,1428750189
-21.21149,64.04143,4.425,1428789293
-21.38604,63.93818,7.434,1428809802
-21.16369,64.06099,5.998,1428817435
-23.23286,63.71706,11.088,1428820058
-21.35203,64.12363,3.459,1428852677
-21.35037,64.11869,3.138,1428853385
-22.84101,63.80456,5.443,1428855338
-21.34877,64.12097,4.481,1428856608
-21.35327,64.11895,2.635,1428861266
-21.35357,64.11971,2.597,1428861428
-21.38521,64.05869,5.005,1428917408
-21.38237,64.05554,3.037,1428921549
-21.38199,64.05495,3.308,1428923706
-21.38233,64.0587,2.18,1428926176
-21.38204,64.05556,3.003,1428935837
-22.04847,63.89928,6.123,1428949884
-21.13942,63.95368,7.469,1428992017
-23.08771,63.66661,8.006,1429037560
-23.17442,63.71984,10.026,1429049735
-21.36857,63.94433,6.124,1429073974
-21.36312,63.94725,6.41,1429074285
-21.37571,63.93993,6.355,1429074754
-21.3742,63.94119,7.044,1429083540
-21.37305,63.94238,6.082,1429083993
-21.38151,63.93599,6.52,1429088510
-21.16572,63.94217,6.421,1429093008
-21.26192,64.0595,6.022,1429106284
-23.16471,63.7192,12.12,1429117480
-21.31976,63.94991,5.333,1429119440
-23.94257,63.41692,4.734,1429161462
-23.91109,63.40672,5.552,1429161677
-21.15779,63.97357,3.29,1429171587
-21.39692,64.04323,4.334,1429173111
-21.85756,63.98001,5.005,1429180980
-23.17975,63.72594,12.744,1429182284
-23.16265,63.69703,8.006,1429193605
-21.3842,63.9388,7.467,1429194328
-21.93309,63.89413,8.255,1429198742
-23.11982,63.73476,9.033,1429210493
-23.97266,63.46859,13.428,1429225624
-21.13304,63.95384,9.135,1429238993
-21.91652,63.92347,2.111,1429246605
-21.8076,63.96203,9.71,1429259755
-21.13184,63.95599,7.639,1429259845
-23.32236,63.75056,4.149,1429267545
-21.17915,64.05612,6.202,1429310962
-21.13123,63.95428,8.408,1429324401
-21.2454,64.0668,6.458,1429353423
-21.96928,63.98172,3.636,1429363305
-21.56437,64.02542,5.208,1429384768
-21.36608,63.94675,7.686,1429400804
-21.25074,64.11714,5.094,1429412181
-22.66669,63.85276,5.753,1429443082
-22.04248,63.92317,8.948,1429446696
-22.64316,63.85388,8.269,1429460217
-21.25697,64.10574,9.754,1429492789
-22.67521,63.84143,4.305,1429495959
-22.64234,63.85961,7.989,1429496594
-21.40186,64.05531,5.704,1429507532
-21.38755,64.05833,4.302,1429507673
-21.37722,63.94144,7.1,1429508147
-21.26976,64.10629,6.522,1429517084
-21.37619,64.05017,1.333,1429531053
-21.38086,64.04346,2.178,1429531572
-21.54558,64.03646,6.519,1429532200
-21.38963,64.05888,3.568,1429533522
-21.39208,64.06292,4.471,1429535545
-21.34909,64.11974,3.516,1429535574
-21.38727,64.06023,3.338,1429535636
-21.40313,64.0584,6.45,1429535786
-21.39624,64.06277,4.442,1429535879
-21.38743,64.06047,3.173,1429535915
-21.38421,64.05741,3.222,1429536004
-21.38693,64.05994,3.253,1429536527
-21.38623,64.06261,4.206,1429539678
-21.38811,64.06239,4.016,1429539733
-21.38799,64.05902,3.1,1429539965
-21.3886,64.06134,3.583,1429539974
-21.38695,64.06307,3.936,1429540231
-21.38942,64.06236,4.001,1429541626
-21.38931,64.06301,3.705,1429542722
-21.38911,64.06214,3.371,1429542791
-21.38925,64.06024,3.48,1429542873
-21.39629,64.05627,4.858,1429542897
-21.38501,64.0556,3.122,1429545565
-21.38724,64.05831,3.143,1429547640
-21.38758,64.05891,3.901,1429548838
-21.3897,64.0594,3.94,1429550353
-22.57902,63.90502,0.135,1429564190
-22.65486,63.85672,6.737,1429566648
-22.63605,63.86359,5.755,1429566773
-22.63843,63.87059,4.295,1429566827
-22.63103,63.87012,5.324,1429566860
-22.65674,63.85329,5.599,1429566915
-21.23459,63.95931,5.825,1429576823
-23.48194,63.62895,9.951,1429619900
-22.6734,63.84064,6.543,1429644031
-22.65756,63.84867,7.19,1429645031
-22.29859,63.88762,6.509,1429645090
-21.18177,64.05907,5.562,1429682544
-21.19382,64.05798,5.423,1429682990
-21.28216,63.95351,5.487,1429803631
-21.31836,63.95124,5.258,1429819645
-21.31823,63.95158,5.369,1429820836
-21.13536,63.94313,7.832,1429830456
-22.70337,63.79903,10.378,1429871871
-23.23831,63.7092,12.829,1429886434
-21.35307,64.12355,6.129,1429893371
-21.3115,64.03379,1.665,1429894161
-22.66717,63.84784,5.821,1429903889
-22.67047,63.84046,5.609,1429915322
-22.30395,63.90345,6.667,1429929669
-22.24603,63.89015,5.455,1429966761
-21.35108,64.12168,5.477,1429971455
-22.16973,63.92164,2.175,1429979902
-23.24345,63.67336,15.102,1430014487
-22.9812,63.79419,8.562,1430017210
-22.32966,63.90532,2.769,1430065240
-22.0843,63.87137,3.435,1430087093
-22.39917,63.87954,6.161,1430096621
-21.15125,63.95326,8.442,1430101821
-22.70079,63.83619,0.399,1430112935
-22.38646,63.89451,3.092,1430114362
-21.3533,64.12821,6.558,1430154520
