,cluster_id,depth,latitude,longitude,utc_timestamp
423,0,5.032,-22.98377,63.76807,1426908783
424,2,8.533,-23.04505,63.75515,1426908786
425,0,2.616,-23.00832,63.76606,1426908811
426,2,7.768,-23.05952,63.73726,1426908938
427,2,10.165,-23.05099,63.73884,1426909014
428,2,10.617,-23.06257,63.74123,1426909166
429,2,7.942,-23.06321,63.72586,1426910057
430,2,8.689,-23.08016,63.72704,1426910098
431,2,9.838,-23.10125,63.74422,1426914752
432,2,8.934,-23.09292,63.74189,1426916921
433,0,10.64,-22.98975,63.77201,1426917756
434,2,12.887,-23.12904,63.7478,1426920196
435,2,11.416,-23.0948,63.75529,1426922067
436,2,9.926,-23.09242,63.73768,1426936958
437,1,6.05,-21.16575,63.91367,1426967157
438,3,6.635,-21.38728,63.93933,1426970019
439,2,11.88,-23.12332,63.72953,1426973203
440,3,8.48,-21.35804,64.12537,1426994091
441,1,5.252,-21.2366,64.04871,1427002623
442,1,8.743,-21.14264,63.95654,1427012446
443,4,6.608,-22.01269,63.8778,1427022617
444,1,6.782,-21.26286,63.92028,1427057343
445,2,10.005,-23.61405,63.5581,1427058613
446,1,6.62,-21.19921,63.92623,1427067464
447,1,8.948,-21.22911,64.13801,1427067626
448,1,7.439,-21.20562,63.92596,1427067661
449,1,4.94,-21.30733,63.95328,1427080578
450,1,5.124,-21.30959,63.95428,1427080928
451,3,6.342,-21.39249,63.94558,1427081556
452,1,6.238,-21.30434,63.94878,1427082636
453,1,7.166,-21.06841,63.95378,1427110307
454,0,3.563,-22.53574,63.86623,1427126829
455,1,6.132,-21.26323,64.10802,1427203550
456,3,6.796,-21.40116,64.04246,1427227201
457,3,6.256,-21.3979,64.0435,1427227256
458,2,13.204,-23.23991,63.66073,1427264024
459,2,9.667,-23.29323,63.63893,1427264967
460,2,11.436,-23.33569,63.6586,1427265307
461,2,8.927,-23.32285,63.67684,1427265430
462,0,13.117,-23.02685,63.73769,1427265737
463,1,5.325,-21.17029,64.0576,1427276007
464,4,8.898,-21.82472,63.95136,1427288178
465,2,22.911,-23.33099,63.70681,1427297731
466,3,6.905,-21.3693,63.94285,1427304777
467,3,6.717,-21.36281,63.94617,1427304779
468,2,5.005,-23.75466,63.49326,1427315139
469,1,8.271,-21.06997,63.97801,1427371032
470,2,14.928,-23.45635,63.6525,1427389956
471,3,6.405,-21.39319,63.9427,1427402686
472,4,10.898,-21.93688,63.89752,1427419269
473,3,6.115,-21.34392,63.94745,1427424766
474,3,2.275,-21.38657,64.04066,1427451320
475,4,5.871,-21.9759,63.91972,1427497555
476,4,10.285,-22.01621,63.91906,1427498641
477,1,5.839,-21.17615,63.93301,1427506687
478,4,6.293,-22.08196,63.92731,1427533328
479,4,4.224,-22.01557,63.91666,1427548529
480,5,1.222,-22.35642,63.8639,1427548793
481,4,9.688,-21.82788,63.9529,1427568129
482,1,5.435,-21.17455,63.92325,1427595031
483,0,5.158,-22.7315,63.81993,1427601224
484,1,5.564,-21.17665,63.91796,1427618285
485,4,4.461,-22.06972,63.903,1427636504
486,0,3.583,-22.66309,63.84688,1427646138
487,0,1.99,-22.664,63.85323,1427646519
488,0,1.311,-22.66289,63.85513,1427647116
489,0,4.31,-22.67714,63.84807,1427650584
490,0,4.475,-22.67807,63.84415,1427650648
491,0,7.213,-22.70114,63.82389,1427654341
492,4,4.598,-22.04477,63.90117,1427655901
493,4,8.692,-22.02295,63.91371,1427657796
494,0,3.751,-22.66621,63.84649,1427658402
495,0,4.213,-22.66977,63.84535,1427661390
496,0,5.178,-22.68224,63.83785,1427666177
497,0,4.651,-22.68664,63.84287,1427666229
498,0,4.877,-22.68459,63.84604,1427666235
499,1,2.083,-21.06219,63.99796,1427702421
500,4,6.199,-22.10129,63.9163,1427733061
501,3,4.793,-21.38829,64.05421,1427757811
502,4,7.926,-22.0901,63.8914,1427784372
503,4,5.826,-22.06885,63.892,1427787842
504,4,6.672,-22.07787,63.89399,1427789116
505,4,6.099,-22.06751,63.89907,1427790051
506,4,5.451,-22.07757,63.89686,1427790790
507,4,6.118,-22.08003,63.89639,1427791116
508,4,4.804,-22.04367,63.90152,1427793140
509,4,5.294,-22.03505,63.88758,1427793624
510,4,5.838,-22.05391,63.88542,1427793653
511,4,6.759,-22.08634,63.89907,1427793930
512,4,6.09,-22.06841,63.89182,1427794395
513,4,11.489,-22.10718,63.89157,1427795429
514,4,5.976,-22.09461,63.89492,1427795512
515,4,7.45,-22.0794,63.88293,1427798442
516,4,5.237,-22.06676,63.89472,1427799474
517,4,5.191,-22.0513,63.90357,1427799835
518,4,0.135,-22.01891,63.90828,1427800313
519,4,4.824,-22.05943,63.9052,1427801265
520,4,6.127,-22.0827,63.89406,1427801347
521,4,5.914,-22.0716,63.89688,1427804214
522,4,4.724,-22.03468,63.89868,1427804504
523,2,7.998,-23.50029,63.61764,1427807435
524,4,6.005,-22.08141,63.89375,1427809480
525,4,4.239,-22.0389,63.90569,1427810423
526,4,5.372,-22.05509,63.9018,1427810799
527,4,5.598,-22.07173,63.89621,1427811012
528,4,4.626,-22.03561,63.90123,1427811137
529,4,6.114,-22.06208,63.90081,1427812886
530,4,5.271,-22.06235,63.89347,1427814838
531,4,7.552,-22.08897,63.88563,1427814932
532,4,4.789,-22.04626,63.89499,1427814961
533,1,6.158,-21.1526,63.92259,1427844457
534,3,3.042,-21.39445,64.05458,1427849597
535,4,5.542,-22.06075,63.8911,1427852259
536,3,2.849,-21.38341,64.06026,1427889165
537,4,10.59,-21.81583,63.91595,1427943709
538,4,8.047,-21.8069,63.91976,1427943887
539,4,9.415,-22.00082,63.89701,1427973711
540,4,9.071,-22.00352,63.90166,1427976199
541,1,5.004,-21.2429,64.04816,1427985735
542,4,4.709,-22.03229,63.8797,1427986597
543,4,5.213,-22.04076,63.89496,1427992153
544,4,5.698,-22.03652,63.91369,1428033692
545,4,6.801,-22.05873,63.91454,1428035586
546,2,9.321,-23.41217,63.67049,1428074031
547,3,5.066,-21.39219,64.05252,1428075857
548,1,5.046,-21.24197,64.04957,1428077258
549,1,4.399,-21.23064,64.04816,1428092992
550,1,6.362,-21.27833,64.07407,1428100558
551,1,5.923,-21.29482,63.94523,1428132553
552,1,4.236,-21.17316,63.93971,1428170282
553,3,6.411,-21.6493,64.0567,1428248497
554,0,5.693,-22.68727,63.8335,1428252401
555,0,3.388,-22.66489,63.84575,1428255809
556,0,6.866,-22.69934,63.82489,1428263995
557,0,0.7,-22.66709,63.85457,1428295769
558,1,4.018,-21.23299,64.04585,1428297930
559,3,2.696,-21.37852,64.04686,1428329123
560,1,4.396,-21.24032,64.04985,1428368579
561,4,6.445,-21.9512,64.01994,1428403435
562,4,3.38,-22.02637,63.89796,1428486960
563,4,9.553,-22.01791,63.92327,1428491170
564,1,6.759,-21.08198,64.08178,1428534485
565,3,6.283,-21.4166,64.01964,1428534650
566,4,4.25,-22.07305,63.88803,1428551003
567,3,3.537,-21.38096,64.05489,1428662735
568,1,7.429,-21.2028,63.94602,1428689577
569,1,7.892,-21.16183,63.94506,1428700019
570,3,6.663,-21.59495,64.01978,1428719074
571,1,5.067,-21.26543,64.05549,1428721471
572,4,9.624,-21.73822,63.95245,1428737329
573,4,2.269,-21.96656,63.97855,1428750189
574,1,4.425,-21.21149,64.04143,1428789293
575,3,7.434,-21.38604,63.93818,1428809802
576,1,5.998,-21.16369,64.06099,1428817435
577,2,11.088,-23.23286,63.71706,1428820058
578,3,3.459,-21.35203,64.12363,1428852677
579,3,3.138,-21.35037,64.11869,1428853385
580,0,5.443,-22.84101,63.80456,1428855338
